content_id,content_type_id,title,address,latitude,longitude,area_code,district_code,lcls_systm1,lcls_systm2,lcls_systm3,operating_hours_raw,rest_date_raw,operating_schedule,operating_parse_status,operating_parser_version,source_modified_at,list_fetched_at,detail_fetched_at,last_seen_at,detail_fetch_status,detail_error_code,is_active,inactive_reason,inactive_at,last_sync_run_id,created_at,updated_at
1604784,12,경희궁 흥화문,서울특별시 종로구 새문안로 55 (신문로2가),37.5698981615,126.9707771853,11,110,HS,HS01,HS010300,09:00~18:00 (입장마감 17:30),매주 월요일 / 1월 1일,"{""rules"":[{""months"":null,""weekdays"":null,""source_text"":""09:00~18:00 (입장마감 17:30)"",""time_ranges"":[{""end"":""18:00"",""start"":""09:00"",""crosses_midnight"":false}],""last_admission"":""17:30""}],""warnings"":[],""availability"":""scheduled"",""closure_rules"":[{""weekdays"":[0],""source_text"":""매주 월요일 / 1월 1일""}],""assumption_reason"":null}",parsed,operating-hours-1.0.0,2025-03-13T04:40:49+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:40.721834+00:00,2026-07-23T17:21:23.497696+00:00
1604824,12,경희궁공원,서울특별시 종로구 새문안로 55 (신문로2가),37.5698981615,126.9707771853,11,110,VE,VE03,VE030500,09:00~18:00 (입장 마감 17:30),매주 월요일 / 1월 1일,"{""rules"":[{""months"":null,""weekdays"":null,""source_text"":""09:00~18:00 (입장 마감 17:30)"",""time_ranges"":[{""end"":""18:00"",""start"":""09:00"",""crosses_midnight"":false}],""last_admission"":""17:30""}],""warnings"":[],""availability"":""scheduled"",""closure_rules"":[{""weekdays"":[0],""source_text"":""매주 월요일 / 1월 1일""}],""assumption_reason"":null}",parsed,operating-hours-1.0.0,2025-09-09T08:31:00+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:40.721834+00:00,2026-07-23T17:21:23.55509+00:00
1604941,12,창덕궁 낙선재,서울특별시 종로구 율곡로 99 (와룡동),37.5777031595,126.9902446339,11,110,HS,HS01,HS010100,"[2월~5월] 09:00~18:00 (입장마감 17:00)<br>
[6월~8월] 09:00~18:30 (입장마감 17:30)<br>
[9월~10월] 09:00~18:00 (입장마감 17:00)<br>
[11월~1월] 09:00~17:30 (입장마감 16:30)","매주 월요일<br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임","{""rules"":[{""months"":[2,3,4,5],""weekdays"":null,""source_text"":""[2월~5월] 09:00~18:00 (입장마감 17:00)"",""time_ranges"":[{""end"":""18:00"",""start"":""09:00"",""crosses_midnight"":false}],""last_admission"":""17:00""},{""months"":[6,7,8],""weekdays"":null,""source_text"":""[6월~8월] 09:00~18:30 (입장마감 17:30)"",""time_ranges"":[{""end"":""18:30"",""start"":""09:00"",""crosses_midnight"":false}],""last_admission"":""17:30""},{""months"":[9,10],""weekdays"":null,""source_text"":""[9월~10월] 09:00~18:00 (입장마감 17:00)"",""time_ranges"":[{""end"":""18:00"",""start"":""09:00"",""crosses_midnight"":false}],""last_admission"":""17:00""},{""months"":[1,11,12],""weekdays"":null,""source_text"":""[11월~1월] 09:00~17:30 (입장마감 16:30)"",""time_ranges"":[{""end"":""17:30"",""start"":""09:00"",""crosses_midnight"":false}],""last_admission"":""16:30""}],""warnings"":[""휴무 문구의 일부 예외를 구조화하지 못했습니다.""],""availability"":""scheduled"",""closure_rules"":[{""weekdays"":[0],""source_text"":""매주 월요일""}],""assumption_reason"":null}",partial,operating-hours-1.0.0,2025-07-30T07:48:18+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:41.296349+00:00,2026-07-23T17:21:57.659197+00:00
1604953,12,창덕궁 인정문,서울특별시 종로구 율곡로 99,37.5787974932,126.9911806294,11,110,HS,HS01,HS010300,"[2월~5월] 09:00~18:00 (입장마감 17:00)<br>
[6월~8월] 09:00~18:30 (입장마감 17:30)<br>
[9월~10월] 09:00~18:00 (입장마감 17:00)<br>
[11월~1월] 09:00~17:30 (입장마감 16:30)","매주 월요일<br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일","{""rules"":[{""months"":[2,3,4,5],""weekdays"":null,""source_text"":""[2월~5월] 09:00~18:00 (입장마감 17:00)"",""time_ranges"":[{""end"":""18:00"",""start"":""09:00"",""crosses_midnight"":false}],""last_admission"":""17:00""},{""months"":[6,7,8],""weekdays"":null,""source_text"":""[6월~8월] 09:00~18:30 (입장마감 17:30)"",""time_ranges"":[{""end"":""18:30"",""start"":""09:00"",""crosses_midnight"":false}],""last_admission"":""17:30""},{""months"":[9,10],""weekdays"":null,""source_text"":""[9월~10월] 09:00~18:00 (입장마감 17:00)"",""time_ranges"":[{""end"":""18:00"",""start"":""09:00"",""crosses_midnight"":false}],""last_admission"":""17:00""},{""months"":[1,11,12],""weekdays"":null,""source_text"":""[11월~1월] 09:00~17:30 (입장마감 16:30)"",""time_ranges"":[{""end"":""17:30"",""start"":""09:00"",""crosses_midnight"":false}],""last_admission"":""16:30""}],""warnings"":[""휴무 문구의 일부 예외를 구조화하지 못했습니다.""],""availability"":""scheduled"",""closure_rules"":[{""weekdays"":[0],""source_text"":""매주 월요일""}],""assumption_reason"":null}",partial,operating-hours-1.0.0,2025-03-13T04:55:13+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:41.296349+00:00,2026-07-23T17:21:57.923166+00:00
1605009,12,창경궁 홍화문,서울특별시 종로구 창경궁로 185 (와룡동),37.5789336838,126.9964634775,11,110,HS,HS01,HS010300,09:00~21:00 (입장마감 20:00),"매주 월요일<br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임","{""rules"":[{""months"":null,""weekdays"":null,""source_text"":""09:00~21:00 (입장마감 20:00)"",""time_ranges"":[{""end"":""21:00"",""start"":""09:00"",""crosses_midnight"":false}],""last_admission"":""20:00""}],""warnings"":[""휴무 문구의 일부 예외를 구조화하지 못했습니다.""],""availability"":""scheduled"",""closure_rules"":[{""weekdays"":[0],""source_text"":""매주 월요일""}],""assumption_reason"":null}",partial,operating-hours-1.0.0,2025-03-13T05:05:49+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:41.296349+00:00,2026-07-23T17:21:57.604641+00:00
1605036,12,창경궁 대온실,서울특별시 종로구 창경궁로 185 (와룡동),37.5788809215874,126.996448835547,11,110,NA,NA04,NA040700,09:00~20:45※ 12월~2월에는 18:00부터 대온실 내부 비개방함,매주 월요일,"{""rules"":[{""months"":[1,2,12],""weekdays"":null,""source_text"":""09:00~20:45※ 12월~2월에는 18:00부터 대온실 내부 비개방함"",""time_ranges"":[{""end"":""20:45"",""start"":""09:00"",""crosses_midnight"":false}],""last_admission"":null}],""warnings"":[],""availability"":""scheduled"",""closure_rules"":[{""weekdays"":[0],""source_text"":""매주 월요일""}],""assumption_reason"":null}",parsed,operating-hours-1.0.0,2026-03-05T00:58:51+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:41.296349+00:00,2026-07-23T17:21:57.443718+00:00
1605908,12,창덕궁 향나무,서울특별시 종로구 율곡로 99 (와룡동),37.5792316848544,126.989447793014,11,110,NA,NA03,NA030200,"[11월~1월] 09:00~17:30[2월~5월, 9월~10월] 09:00~18:00[6월~8월] 09:00~18:30",매주 월요일※ 자세한 사항은 전화문의 요망,"{""rules"":[{""months"":[1,11,12],""weekdays"":null,""source_text"":""[11월~1월] 09:00~17:30[2월~5월, 9월~10월] 09:00~18:00[6월~8월] 09:00~18:30"",""time_ranges"":[{""end"":""17:30"",""start"":""09:00"",""crosses_midnight"":false},{""end"":""18:00"",""start"":""09:00"",""crosses_midnight"":false},{""end"":""18:30"",""start"":""09:00"",""crosses_midnight"":false}],""last_admission"":null}],""warnings"":[""휴무 문구의 일부 예외를 구조화하지 못했습니다.""],""availability"":""scheduled"",""closure_rules"":[{""weekdays"":[0],""source_text"":""매주 월요일※ 자세한 사항은 전화문의 요망""}],""assumption_reason"":null}",partial,operating-hours-1.0.0,2026-02-13T08:32:12+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:41.296349+00:00,2026-07-23T17:21:57.973833+00:00
1605920,12,창덕궁 다래나무,서울특별시 종로구 율곡로 99,37.5864530223838,126.989225386201,11,110,NA,NA03,NA030200,[3월~5월]09:00~18:00[6월~8월]09:00~18:30[9월~10월]09:00~18:00[11월~2월]09:00~17:30※ 자세한 사항은 전화문의 요망,"매주 월요일 (단, 공휴일이 월요일인 경우 그 다음날 휴무)","{""rules"":[{""months"":[3,4,5],""weekdays"":null,""source_text"":""[3월~5월]09:00~18:00[6월~8월]09:00~18:30[9월~10월]09:00~18:00[11월~2월]09:00~17:30※ 자세한 사항은 전화문의 요망"",""time_ranges"":[{""end"":""18:00"",""start"":""09:00"",""crosses_midnight"":false},{""end"":""18:30"",""start"":""09:00"",""crosses_midnight"":false},{""end"":""18:00"",""start"":""09:00"",""crosses_midnight"":false},{""end"":""17:30"",""start"":""09:00"",""crosses_midnight"":false}],""last_admission"":null}],""warnings"":[""휴무 문구의 일부 예외를 구조화하지 못했습니다.""],""availability"":""scheduled"",""closure_rules"":[{""weekdays"":[0],""source_text"":""매주 월요일 (단, 공휴일이 월요일인 경우 그 다음날 휴무)""}],""assumption_reason"":null}",partial,operating-hours-1.0.0,2026-02-10T23:10:09+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:41.296349+00:00,2026-07-23T17:21:57.711835+00:00
1605927,12,현대원서공원,서울특별시 종로구 창덕궁길 19 (원서동),37.5782322345766,126.988558704164,11,110,VE,VE03,VE030100,상시 개방,연중무휴,"{""rules"":[],""warnings"":[""운영시간을 구조화하지 못했습니다.""],""availability"":""unknown"",""closure_rules"":[],""assumption_reason"":null}",partial,operating-hours-1.0.0,2026-02-09T06:21:42+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:41.44801+00:00,2026-07-23T17:22:05.131464+00:00
1605933,12,탑골공원 팔각정,서울특별시 종로구 종로 99 (종로2가),37.5705539611,126.9886227626,11,110,HS,HS01,HS011200,"- 3월~10월 09:00~18:00<br>
- 11월~2월 09:00~17:00",연중무휴,"{""rules"":[{""months"":[3,4,5,6,7,8,9,10],""weekdays"":null,""source_text"":""- 3월~10월 09:00~18:00"",""time_ranges"":[{""end"":""18:00"",""start"":""09:00"",""crosses_midnight"":false}],""last_admission"":null},{""months"":[1,2,11,12],""weekdays"":null,""source_text"":""- 11월~2월 09:00~17:00"",""time_ranges"":[{""end"":""17:00"",""start"":""09:00"",""crosses_midnight"":false}],""last_admission"":null}],""warnings"":[],""availability"":""scheduled"",""closure_rules"":[],""assumption_reason"":null}",parsed,operating-hours-1.0.0,2025-08-12T00:55:28+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:41.371579+00:00,2026-07-23T17:21:59.979834+00:00
1605942,14,한벽원미술관,서울특별시 종로구 삼청로 83,37.5829616419259,126.981509572186,11,110,VE,VE07,VE070600,※ 자세한 사항은 전화문의 요망,※ 자세한 사항은 전화문의 요망,"{""rules"":[],""warnings"":[""운영시간을 구조화하지 못했습니다.""],""availability"":""unknown"",""closure_rules"":[],""assumption_reason"":null}",partial,operating-hours-1.0.0,2026-02-10T23:10:09+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:41.371579+00:00,2026-07-23T17:22:03.380779+00:00
1605948,12,대원군별장(석파정),서울특별시 종로구 창의문로11길 4-1 (부암동),37.5948701151,126.96277443,11,110,HS,HS01,HS011200,10:00~18:00 (입장마감 17:00),매주 월요일~화요일,"{""rules"":[{""months"":null,""weekdays"":null,""source_text"":""10:00~18:00 (입장마감 17:00)"",""time_ranges"":[{""end"":""18:00"",""start"":""10:00"",""crosses_midnight"":false}],""last_admission"":""17:00""}],""warnings"":[],""availability"":""scheduled"",""closure_rules"":[{""weekdays"":[0],""source_text"":""매주 월요일~화요일""}],""assumption_reason"":null}",parsed,operating-hours-1.0.0,2025-12-03T00:22:40+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:40.808988+00:00,2026-07-23T17:21:29.513095+00:00
1606042,12,경희궁 숭정전,서울특별시 종로구 새문안로 45 (신문로2가) 192-5,37.5717690679936,126.96798487452,11,110,HS,HS01,HS010100,09:00~18:00,매주 월요일,"{""rules"":[{""months"":null,""weekdays"":null,""source_text"":""09:00~18:00"",""time_ranges"":[{""end"":""18:00"",""start"":""09:00"",""crosses_midnight"":false}],""last_admission"":null}],""warnings"":[],""availability"":""scheduled"",""closure_rules"":[{""weekdays"":[0],""source_text"":""매주 월요일""}],""assumption_reason"":null}",parsed,operating-hours-1.0.0,2026-02-11T01:34:30+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:40.721834+00:00,2026-07-23T17:21:23.446874+00:00
1717921,15,D.FESTA 거리공연축제,서울특별시 종로구 대학로 104 (동숭동),37.5805124610451,127.002374229345,11,110,EV,EV02,EV020900,14:00~20:00,,"{""rules"":[{""months"":null,""weekdays"":null,""source_text"":""14:00~20:00"",""time_ranges"":[{""end"":""20:00"",""start"":""14:00"",""crosses_midnight"":false}],""last_admission"":null}],""warnings"":[],""availability"":""scheduled"",""closure_rules"":[],""assumption_reason"":null}",parsed,operating-hours-1.0.0,2026-05-13T23:27:38+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:41.44801+00:00,2026-07-23T17:22:07.357648+00:00
1718910,14,템플스테이 홍보관,서울특별시 종로구 우정국로 56 (견지동),37.5739312489,126.9831814961,11,110,VE,VE07,VE070300,"- 평일 09:00~19:00<br>
- 주말 09:00~18:00",,"{""rules"":[{""months"":null,""weekdays"":null,""source_text"":""- 평일 09:00~19:00"",""time_ranges"":[{""end"":""19:00"",""start"":""09:00"",""crosses_midnight"":false}],""last_admission"":null},{""months"":null,""weekdays"":null,""source_text"":""- 주말 09:00~18:00"",""time_ranges"":[{""end"":""18:00"",""start"":""09:00"",""crosses_midnight"":false}],""last_admission"":null}],""warnings"":[],""availability"":""scheduled"",""closure_rules"":[],""assumption_reason"":null}",parsed,operating-hours-1.0.0,2025-07-22T01:51:01+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:41.371579+00:00,2026-07-23T17:22:00.280587+00:00
1849416,14,대한민국역사박물관,서울특별시 종로구 세종대로 198 (세종로),37.5741339024,126.977573668,11,110,VE,VE07,VE070100,"- 월요일~화요일 / 목요일~금요일 / 일요일 10:00~18:00 (입장마감 17:30)<br>
- 수요일 / 토요일 10:00~21:00 (입장마감 20:30)",1월 1일 / 설·추석 당일,"{""rules"":[{""months"":null,""weekdays"":null,""source_text"":""- 월요일~화요일 / 목요일~금요일 / 일요일 10:00~18:00 (입장마감 17:30)"",""time_ranges"":[{""end"":""18:00"",""start"":""10:00"",""crosses_midnight"":false}],""last_admission"":""17:30""},{""months"":null,""weekdays"":null,""source_text"":""- 수요일 / 토요일 10:00~21:00 (입장마감 20:30)"",""time_ranges"":[{""end"":""21:00"",""start"":""10:00"",""crosses_midnight"":false}],""last_admission"":""20:30""}],""warnings"":[""휴무 문구의 일부 예외를 구조화하지 못했습니다.""],""availability"":""scheduled"",""closure_rules"":[],""assumption_reason"":null}",partial,operating-hours-1.0.0,2025-04-14T01:59:44+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:40.808988+00:00,2026-07-23T17:21:29.880745+00:00
1870779,32,담소정,서울특별시 종로구 북촌로9길 16-2 (가회동),37.5813424450928,126.984281570157,11,110,AC,AC03,AC030200,15:00,,"{""rules"":[],""warnings"":[""운영시간을 구조화하지 못했습니다.""],""availability"":""unknown"",""closure_rules"":[],""assumption_reason"":null}",partial,operating-hours-1.0.0,2026-04-21T06:26:07+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:40.808988+00:00,2026-07-23T17:21:29.205981+00:00
1877251,39,모뜨,서울특별시 종로구 평창30길 24,37.611769122989,126.975087153688,11,110,FD,FD02,FD020300,- 11:30~21:00- 준비시간 14:30~17:00- 마지막 주문 19:30※ 주말에는 준비시간 없이 영업,매주 월요일,"{""rules"":[{""months"":null,""weekdays"":null,""source_text"":""- 11:30~21:00- 준비시간 14:30~17:00- 마지막 주문 19:30※ 주말에는 준비시간 없이 영업"",""time_ranges"":[{""end"":""21:00"",""start"":""11:30"",""crosses_midnight"":false},{""end"":""17:00"",""start"":""14:30"",""crosses_midnight"":false}],""last_admission"":null}],""warnings"":[],""availability"":""scheduled"",""closure_rules"":[{""weekdays"":[0],""source_text"":""매주 월요일""}],""assumption_reason"":null}",parsed,operating-hours-1.0.0,2026-03-13T07:36:40+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:40.882874+00:00,2026-07-23T17:21:33.50589+00:00
1882248,32,인우하우스,서울특별시 종로구 계동6길 9 (계동),37.5827089934908,126.986956270135,11,110,AC,AC03,AC030200,14:00,,"{""rules"":[],""warnings"":[""운영시간을 구조화하지 못했습니다.""],""availability"":""unknown"",""closure_rules"":[],""assumption_reason"":null}",partial,operating-hours-1.0.0,2026-04-21T07:04:18+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:41.225101+00:00,2026-07-23T17:21:53.362324+00:00
1883087,32,연우하우스,서울특별시 종로구 북촌로12길 5-13 (가회동),37.5822812381325,126.985311998354,11,110,AC,AC03,AC030200,15:00,,"{""rules"":[],""warnings"":[""운영시간을 구조화하지 못했습니다.""],""availability"":""unknown"",""closure_rules"":[],""assumption_reason"":null}",partial,operating-hours-1.0.0,2026-04-21T06:04:04+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:41.150397+00:00,2026-07-23T17:21:47.498811+00:00
1887241,39,사랑채,서울특별시 종로구 인사동16길 6,37.5749598890072,126.984220647237,11,110,FD,FD01,FD010100,10:00~23:00,매월 첫째·셋째 일요일,"{""rules"":[{""months"":null,""weekdays"":null,""source_text"":""10:00~23:00"",""time_ranges"":[{""end"":""23:00"",""start"":""10:00"",""crosses_midnight"":false}],""last_admission"":null}],""warnings"":[""휴무 문구의 일부 예외를 구조화하지 못했습니다.""],""availability"":""scheduled"",""closure_rules"":[],""assumption_reason"":null}",partial,operating-hours-1.0.0,2026-02-20T01:18:51+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:40.955853+00:00,2026-07-23T17:21:37.597311+00:00
1889319,25,한양의 500년 도읍을 거닐다,,37.5745534411,126.9855423744,11,110,C01,C0113,C01130001,,,"{""rules"":[],""warnings"":[""여행코스의 운영시간 누락을 24시간 이용 가능으로 가정했습니다.""],""availability"":""all_day"",""closure_rules"":[],""assumption_reason"":""course_without_operating_hours""}",assumed,operating-hours-1.0.0,2023-08-11T01:02:28+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,empty,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:41.371579+00:00,2026-07-23T17:22:04.014586+00:00
1889325,25,옛 서울의 아름다움에 반하다,,37.5792724367,126.9911250653,11,110,C01,C0114,C01140001,,,"{""rules"":[],""warnings"":[""여행코스의 운영시간 누락을 24시간 이용 가능으로 가정했습니다.""],""availability"":""all_day"",""closure_rules"":[],""assumption_reason"":""course_without_operating_hours""}",assumed,operating-hours-1.0.0,2023-08-08T08:21:35+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,empty,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:41.150397+00:00,2026-07-23T17:21:48.119764+00:00
1897611,39,장군굴보쌈,서울특별시 종로구 수표로20길 22,37.5698884042281,126.990800705604,11,110,FD,FD01,FD010100,11:30~23:00,연중무휴,"{""rules"":[{""months"":null,""weekdays"":null,""source_text"":""11:30~23:00"",""time_ranges"":[{""end"":""23:00"",""start"":""11:30"",""crosses_midnight"":false}],""last_admission"":null}],""warnings"":[],""availability"":""scheduled"",""closure_rules"":[],""assumption_reason"":null}",parsed,operating-hours-1.0.0,2026-02-24T06:54:31+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:41.296349+00:00,2026-07-23T17:21:54.160894+00:00
1912553,39,조선김밥,서울특별시 종로구 율곡로3길 68 (안국동),37.5786000492769,126.982183437111,11,110,FD,FD03,FD030400,- 화요일~금요일 11:00~19:00 (준비시간 15:00~16:30)- 토요일~일요일 11:00~18:00※ 주말에는 준비시간 없이 영업,매주 월요일,"{""rules"":[{""months"":null,""weekdays"":null,""source_text"":""- 화요일~금요일 11:00~19:00 (준비시간 15:00~16:30)- 토요일~일요일 11:00~18:00※ 주말에는 준비시간 없이 영업"",""time_ranges"":[{""end"":""19:00"",""start"":""11:00"",""crosses_midnight"":false},{""end"":""16:30"",""start"":""15:00"",""crosses_midnight"":false},{""end"":""18:00"",""start"":""11:00"",""crosses_midnight"":false}],""last_admission"":null}],""warnings"":[],""availability"":""scheduled"",""closure_rules"":[{""weekdays"":[0],""source_text"":""매주 월요일""}],""assumption_reason"":null}",parsed,operating-hours-1.0.0,2026-03-05T00:58:51+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:41.296349+00:00,2026-07-23T17:21:55.481241+00:00
1914920,32,JW 메리어트 동대문 스퀘어 서울,서울특별시 종로구 청계천로 279,37.5730494166645,127.00664629171,11,110,AC,AC01,AC010100,15:00,,"{""rules"":[],""warnings"":[""운영시간을 구조화하지 못했습니다.""],""availability"":""unknown"",""closure_rules"":[],""assumption_reason"":null}",partial,operating-hours-1.0.0,2026-02-24T00:52:05+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,success,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:41.44801+00:00,2026-07-23T17:22:07.62297+00:00
1915423,25,도시의 고풍스러운 정취를 즐기다,,37.5745534411,126.9855423744,11,110,C01,C0114,C01140001,,,"{""rules"":[],""warnings"":[""여행코스의 운영시간 누락을 24시간 이용 가능으로 가정했습니다.""],""availability"":""all_day"",""closure_rules"":[],""assumption_reason"":""course_without_operating_hours""}",assumed,operating-hours-1.0.0,2023-08-08T06:30:59+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,empty,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:40.808988+00:00,2026-07-23T17:21:30.50658+00:00
1915680,25,동대문 투어하기,,37.5704793121,127.0076821392,11,110,C01,C0115,C01150001,,,"{""rules"":[],""warnings"":[""여행코스의 운영시간 누락을 24시간 이용 가능으로 가정했습니다.""],""availability"":""all_day"",""closure_rules"":[],""assumption_reason"":""course_without_operating_hours""}",assumed,operating-hours-1.0.0,2023-08-08T07:57:53+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,empty,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:40.808988+00:00,2026-07-23T17:21:30.92869+00:00
1920563,25,고풍스러움이 흐르는 북촌,,37.57853359,126.9886864194,11,110,C01,C0113,C01130001,,,"{""rules"":[],""warnings"":[""여행코스의 운영시간 누락을 24시간 이용 가능으로 가정했습니다.""],""availability"":""all_day"",""closure_rules"":[],""assumption_reason"":""course_without_operating_hours""}",assumed,operating-hours-1.0.0,2023-08-09T06:13:00+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,2026-07-23T17:16:48.538813+00:00,empty,,True,,,9fe817b4-a60d-4ea0-8f88-0623954b32f0,2026-07-23T17:11:40.721834+00:00,2026-07-23T17:21:23.918031+00:00
